index,case_id,timeStamp,userID,targetApp,eventType,url,content,target.workbookName,target.sheetName,target.id,target.className,target.tagName,target.type,target.name,target.value,target.innerText,target.checked,target.href,target.option,target.title,target.innerHTML,eventType_concrete
129,19,2019-10-21 00:34:04.219,vleno,Excel,copyCell,,+61 035 349 4724,StudentRecords.xlsx,Sheet1,D20,,,,,+61 035 349 4724,,,,,,,copyCell
129,19,2019-10-21 00:34:05.752,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 035 349 4724,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
129,19,2019-10-21 00:34:10.929,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,035-349-4724,,,,,,,editField
130,19,2019-10-21 00:34:13.125,vleno,Excel,copyCell,,awilson@gmail.com,StudentRecords.xlsx,Sheet1,E20,,,,,awilson@gmail.com,,,,,,,copyCell
130,19,2019-10-21 00:34:15.312,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,awilson@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
130,19,2019-10-21 00:34:15.601,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,awilson@gmail.com,,,,,,,editField
131,19,2019-10-21 00:34:17.719,vleno,Excel,copyCell,,Australia,StudentRecords.xlsx,Sheet1,F20,,,,,Australia,,,,,,,copyCell
131,19,2019-10-21 00:34:19.162,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Australia,,,,,INPUT,text,SingleLine1,,,,,,,,paste
131,19,2019-10-21 00:34:19.417,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Australia,,,,,,,editField
132,19,2019-10-21 00:34:21.845,vleno,Excel,copyCell,,"117 Farrell St, Port Melbourne, VIC 3207, Australia",StudentRecords.xlsx,Sheet1,G20,,,,,"117 Farrell St, Port Melbourne, VIC 3207, Australia",,,,,,,copyCell
132,19,2019-10-21 00:34:23.536,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"117 Farrell St, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
132,19,2019-10-21 00:34:26.913,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,117 Farrell St,,,,,,,editField
132,19,2019-10-21 00:34:27.168,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"117 Farrell St, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
132,19,2019-10-21 00:34:32.321,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Port Melbourne,,,,,,,editField
132,19,2019-10-21 00:34:33.152,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"117 Farrell St, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
132,19,2019-10-21 00:34:37.776,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
132,19,2019-10-21 00:34:38.552,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"117 Farrell St, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
132,19,2019-10-21 00:34:43.401,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3207,,,,,,,editField
132,19,2019-10-21 00:34:55.684,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
133,19,2019-10-21 00:35:00.706,vleno,Excel,copyCell,,Adam,StudentRecords.xlsx,Sheet1,A21,,,,,Adam,,,,,,,copyCell
133,20,2019-10-21 00:35:02.261,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
133,20,2019-10-21 00:35:04.026,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Adam,,,,,INPUT,text,SingleLine,,,,,,,,paste
133,20,2019-10-21 00:35:04.346,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Adam,,,,,,,editField
134,20,2019-10-21 00:35:06.694,vleno,Excel,copyCell,,Nickolson,StudentRecords.xlsx,Sheet1,B21,,,,,Nickolson,,,,,,,copyCell
134,20,2019-10-21 00:35:08.570,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Nickolson,,,,,INPUT,text,SingleLine,Adam ,,,,,,,paste
134,20,2019-10-21 00:35:08.801,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Adam Nickolson,,,,,,,editField
135,20,2019-10-21 00:35:11.001,vleno,Excel,copyCell,,02/12/1989,StudentRecords.xlsx,Sheet1,C21,,,,,02/12/1989,,,,,,,copyCell
135,20,2019-10-21 00:35:12.393,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,02/12/1989,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
135,20,2019-10-21 00:35:15.858,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,02-12-1989,,,,,,,editField
136,20,2019-10-21 00:35:18.478,vleno,Excel,copyCell,,+61 088 229 3282,StudentRecords.xlsx,Sheet1,D21,,,,,+61 088 229 3282,,,,,,,copyCell
136,20,2019-10-21 00:35:20.073,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 088 229 3282,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
136,20,2019-10-21 00:35:25.898,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,088-229-3282,,,,,,,editField
137,20,2019-10-21 00:35:28.200,vleno,Excel,copyCell,,anickolson@gmail.com,StudentRecords.xlsx,Sheet1,E21,,,,,anickolson@gmail.com,,,,,,,copyCell
137,20,2019-10-21 00:35:29.745,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,anickolson@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
137,20,2019-10-21 00:35:30.018,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,anickolson@gmail.com,,,,,,,editField
138,20,2019-10-21 00:35:32.142,vleno,Excel,copyCell,,Australia,StudentRecords.xlsx,Sheet1,F21,,,,,Australia,,,,,,,copyCell
138,20,2019-10-21 00:35:34.137,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Australia,,,,,INPUT,text,SingleLine1,,,,,,,,paste
138,20,2019-10-21 00:35:34.425,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Australia,,,,,,,editField
139,20,2019-10-21 00:35:36.640,vleno,Excel,copyCell,,"54 Collins St, Melbourne, VIC 3000, Australia",StudentRecords.xlsx,Sheet1,G21,,,,,"54 Collins St, Melbourne, VIC 3000, Australia",,,,,,,copyCell
139,20,2019-10-21 00:35:38.345,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"54 Collins St, Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
139,20,2019-10-21 00:35:41.506,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,54 Collins St,,,,,,,editField
139,20,2019-10-21 00:35:41.817,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"54 Collins St, Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
139,20,2019-10-21 00:35:46.873,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Melbourne,,,,,,,editField
139,20,2019-10-21 00:35:47.873,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"54 Collins St, Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
139,20,2019-10-21 00:35:52.681,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
139,20,2019-10-21 00:35:53.481,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"54 Collins St, Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
139,20,2019-10-21 00:35:58.001,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3000,,,,,,,editField
139,20,2019-10-21 00:36:01.106,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
139,21,2019-10-21 00:36:09.988,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
140,21,2019-10-21 00:36:14.573,vleno,Excel,copyCell,,Adrian,StudentRecords.xlsx,Sheet1,A22,,,,,Adrian,,,,,,,copyCell
140,21,2019-10-21 00:36:16.385,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Adrian,,,,,INPUT,text,SingleLine,,,,,,,,paste
140,21,2019-10-21 00:36:16.754,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Adrian,,,,,,,editField
141,21,2019-10-21 00:36:18.988,vleno,Excel,copyCell,,Gomez,StudentRecords.xlsx,Sheet1,B22,,,,,Gomez,,,,,,,copyCell
141,21,2019-10-21 00:36:20.857,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Gomez,,,,,INPUT,text,SingleLine,Adrian ,,,,,,,paste
141,21,2019-10-21 00:36:21.297,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Adrian Gomez,,,,,,,editField
142,21,2019-10-21 00:36:23.391,vleno,Excel,copyCell,,14/04/1999,StudentRecords.xlsx,Sheet1,C22,,,,,14/04/1999,,,,,,,copyCell
142,21,2019-10-21 00:36:24.890,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,14/04/1999,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
142,21,2019-10-21 00:36:28.439,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,14-04-1999,,,,,,,editField
143,21,2019-10-21 00:36:30.558,vleno,Excel,copyCell,,+61 212 459 2616,StudentRecords.xlsx,Sheet1,D22,,,,,+61 212 459 2616,,,,,,,copyCell
143,21,2019-10-21 00:36:32.137,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 212 459 2616,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
143,21,2019-10-21 00:36:37.321,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,212-459-2616,,,,,,,editField
144,21,2019-10-21 00:36:39.706,vleno,Excel,copyCell,,agomez@gmail.com,StudentRecords.xlsx,Sheet1,E22,,,,,agomez@gmail.com,,,,,,,copyCell
144,21,2019-10-21 00:36:48.147,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,agomez@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
144,21,2019-10-21 00:36:48.410,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,agomez@gmail.com,,,,,,,editField
145,21,2019-10-21 00:36:50.908,vleno,Excel,copyCell,,Portugal,StudentRecords.xlsx,Sheet1,F22,,,,,Portugal,,,,,,,copyCell
145,21,2019-10-21 00:36:52.554,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Portugal,,,,,INPUT,text,SingleLine1,,,,,,,,paste
145,21,2019-10-21 00:36:52.801,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Portugal,,,,,,,editField
146,21,2019-10-21 00:36:54.927,vleno,Excel,copyCell,,"411/205 Flinders Street, Melbourne, VIC 3000, Australia",StudentRecords.xlsx,Sheet1,G22,,,,,"411/205 Flinders Street, Melbourne, VIC 3000, Australia",,,,,,,copyCell
146,21,2019-10-21 00:36:56.512,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"411/205 Flinders Street, Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
146,21,2019-10-21 00:36:59.658,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,411/205 Flinders Street,,,,,,,editField
146,21,2019-10-21 00:36:59.965,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"411/205 Flinders Street, Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
146,21,2019-10-21 00:37:06.289,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Melbourne,,,,,,,editField
146,21,2019-10-21 00:37:07.168,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"411/205 Flinders Street, Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
146,21,2019-10-21 00:37:11.929,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
146,21,2019-10-21 00:37:12.832,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"411/205 Flinders Street, Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
146,21,2019-10-21 00:37:17.818,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3000,,,,,,,editField
146,21,2019-10-21 00:37:20.640,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
146,21,2019-10-21 00:37:20.641,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
146,21,2019-10-21 00:37:21.355,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
146,22,2019-10-21 00:37:29.661,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
147,22,2019-10-21 00:37:36.916,vleno,Excel,copyCell,,Samantha,StudentRecords.xlsx,Sheet1,A23,,,,,Samantha,,,,,,,copyCell
147,22,2019-10-21 00:37:38.426,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Samantha,,,,,INPUT,text,SingleLine,,,,,,,,paste
147,22,2019-10-21 00:37:38.705,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Samantha,,,,,,,editField
148,22,2019-10-21 00:37:40.892,vleno,Excel,copyCell,,Cooper,StudentRecords.xlsx,Sheet1,B23,,,,,Cooper,,,,,,,copyCell
148,22,2019-10-21 00:37:42.680,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Cooper,,,,,INPUT,text,SingleLine,Samantha ,,,,,,,paste
148,22,2019-10-21 00:37:42.937,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Samantha Cooper,,,,,,,editField
149,22,2019-10-21 00:37:44.932,vleno,Excel,copyCell,,10/03/2001,StudentRecords.xlsx,Sheet1,C23,,,,,10/03/2001,,,,,,,copyCell
149,22,2019-10-21 00:37:46.561,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,10/03/2001,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
149,22,2019-10-21 00:37:50.071,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,10-03-2001,,,,,,,editField
150,22,2019-10-21 00:37:52.126,vleno,Excel,copyCell,,+61 719 562 8343,StudentRecords.xlsx,Sheet1,D23,,,,,+61 719 562 8343,,,,,,,copyCell
150,22,2019-10-21 00:37:53.784,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 719 562 8343,,,,,INPUT,text,SingleLine1,,,,,,,,paste
150,22,2019-10-21 00:37:59.129,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 719 562 8343,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
150,22,2019-10-21 00:38:04.306,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,719-562-8343,,,,,,,editField
151,22,2019-10-21 00:38:06.853,vleno,Excel,copyCell,,scooper@gmail.com,StudentRecords.xlsx,Sheet1,E23,,,,,scooper@gmail.com,,,,,,,copyCell
151,22,2019-10-21 00:38:08.273,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,scooper@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
151,22,2019-10-21 00:38:08.545,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,scooper@gmail.com,,,,,,,editField
152,22,2019-10-21 00:38:10.812,vleno,Excel,copyCell,,United States,StudentRecords.xlsx,Sheet1,F23,,,,,United States,,,,,,,copyCell
152,22,2019-10-21 00:38:12.506,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,United States,,,,,INPUT,text,SingleLine1,,,,,,,,paste
152,22,2019-10-21 00:38:12.777,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,United States,,,,,,,editField
153,22,2019-10-21 00:38:15.187,vleno,Excel,copyCell,,"490 St Kilda Road, Melbourne, VIC 3004, Australia",StudentRecords.xlsx,Sheet1,G23,,,,,"490 St Kilda Road, Melbourne, VIC 3004, Australia",,,,,,,copyCell
153,22,2019-10-21 00:38:16.777,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"490 St Kilda Road, Melbourne, VIC 3004, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
153,22,2019-10-21 00:38:19.657,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,490 St Kilda Road,,,,,,,editField
153,22,2019-10-21 00:38:19.960,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"490 St Kilda Road, Melbourne, VIC 3004, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
153,22,2019-10-21 00:38:25.065,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Melbourne,,,,,,,editField
153,22,2019-10-21 00:38:25.905,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"490 St Kilda Road, Melbourne, VIC 3004, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
153,22,2019-10-21 00:38:30.697,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
153,22,2019-10-21 00:38:31.689,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"490 St Kilda Road, Melbourne, VIC 3004, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
153,22,2019-10-21 00:38:36.137,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3004,,,,,,,editField
153,22,2019-10-21 00:38:42.808,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
153,22,2019-10-21 00:38:42.810,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
153,22,2019-10-21 00:38:43.467,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
153,23,2019-10-21 00:38:48.461,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
154,23,2019-10-21 00:38:52.740,vleno,Excel,copyCell,,Olga,StudentRecords.xlsx,Sheet1,A24,,,,,Olga,,,,,,,copyCell
154,23,2019-10-21 00:38:54.291,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Olga,,,,,INPUT,text,SingleLine,,,,,,,,paste
154,23,2019-10-21 00:38:54.577,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Olga,,,,,,,editField
155,23,2019-10-21 00:38:56.624,vleno,Excel,copyCell,,Mykolenchuk,StudentRecords.xlsx,Sheet1,B24,,,,,Mykolenchuk,,,,,,,copyCell
155,23,2019-10-21 00:38:58.712,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Mykolenchuk,,,,,INPUT,text,SingleLine,Olga ,,,,,,,paste
155,23,2019-10-21 00:38:58.970,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Olga Mykolenchuk,,,,,,,editField
